weight_class,category,direction,rank,fighter,score,prior_fights,days_since_last_fight,supporting_stats_json
Heavyweight,overall,best,3,Ciryl Gane,1.202,12,518,"{""prior_elo"": 1653.704, ""prior_win_rate"": 0.833, ""recent_5_win_rate"": 0.6, ""avg_sig_str_differential_per_15"": 52.705, ""prior_finish_win_rate"": 0.5}"
Heavyweight,overall,best,4,Alexander Volkov,1.174,19,0,"{""prior_elo"": 1661.434, ""prior_win_rate"": 0.737, ""recent_5_win_rate"": 0.8, ""avg_sig_str_differential_per_15"": 40.278, ""prior_finish_win_rate"": 0.368}"
Heavyweight,overall,best,5,Sergei Pavlovich,0.912,11,259,"{""prior_elo"": 1611.897, ""prior_win_rate"": 0.727, ""recent_5_win_rate"": 0.6, ""avg_sig_str_differential_per_15"": 66.799, ""prior_finish_win_rate"": 0.545}"
Heavyweight,overall,worst,1,Lukasz Brzeski,-1.568,7,294,"{""prior_elo"": 1428.984, ""prior_win_rate"": 0.143, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": 1.258, ""prior_finish_win_rate"": 0.0}"
Heavyweight,overall,worst,2,Chase Sherman,-1.441,15,1092,"{""prior_elo"": 1416.515, ""prior_win_rate"": 0.267, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -7.326, ""prior_finish_win_rate"": 0.2}"
Heavyweight,overall,worst,3,Josh Parisian,-1.4,7,791,"{""prior_elo"": 1448.022, ""prior_win_rate"": 0.286, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -47.162, ""prior_finish_win_rate"": 0.143}"
Heavyweight,overall,worst,4,Jake Collier,-1.208,14,959,"{""prior_elo"": 1438.61, ""prior_win_rate"": 0.357, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": 2.48, ""prior_finish_win_rate"": 0.143}"
Heavyweight,overall,worst,5,Don'Tale Mayes,-1.061,11,371,"{""prior_elo"": 1466.059, ""prior_win_rate"": 0.364, ""recent_5_win_rate"": 0.2, ""avg_sig_str_differential_per_15"": -9.728, ""prior_finish_win_rate"": 0.182}"
Heavyweight,striking,best,1,Tom Aspinall,2.668,9,651,"{""avg_sig_str_differential_per_15"": 85.33, ""avg_sig_str_landed_per_15"": 148.281, ""avg_sig_str_absorbed_per_15"": 62.951, ""avg_sig_str_accuracy"": 0.702, ""avg_sig_str_defense"": 0.692, ""avg_kd_for"": 0.556, ""avg_kd_against"": 0.0}"
Heavyweight,striking,best,2,Sergei Pavlovich,1.673,11,259,"{""avg_sig_str_differential_per_15"": 66.799, ""avg_sig_str_landed_per_15"": 130.727, ""avg_sig_str_absorbed_per_15"": 63.928, ""avg_sig_str_accuracy"": 0.453, ""avg_sig_str_defense"": 0.537, ""avg_kd_for"": 0.636, ""avg_kd_against"": 0.091}"
Heavyweight,striking,best,3,Ciryl Gane,1.465,12,518,"{""avg_sig_str_differential_per_15"": 52.705, ""avg_sig_str_landed_per_15"": 83.595, ""avg_sig_str_absorbed_per_15"": 30.89, ""avg_sig_str_accuracy"": 0.65, ""avg_sig_str_defense"": 0.635, ""avg_kd_for"": 0.25, ""avg_kd_against"": 0.083}"
Heavyweight,striking,best,4,Jairzinho Rozenstruik,1.428,15,462,"{""avg_sig_str_differential_per_15"": 56.949, ""avg_sig_str_landed_per_15"": 117.255, ""avg_sig_str_absorbed_per_15"": 60.306, ""avg_sig_str_accuracy"": 0.523, ""avg_sig_str_defense"": 0.525, ""avg_kd_for"": 0.467, ""avg_kd_against"": 0.067}"
Heavyweight,striking,best,5,Jon Jones,1.089,23,539,"{""avg_sig_str_differential_per_15"": 38.673, ""avg_sig_str_landed_per_15"": 66.58, ""avg_sig_str_absorbed_per_15"": 27.907, ""avg_sig_str_accuracy"": 0.598, ""avg_sig_str_defense"": 0.639, ""avg_kd_for"": 0.217, ""avg_kd_against"": 0.0}"
Heavyweight,striking,worst,1,Chris Barnett,-1.632,6,196,"{""avg_sig_str_differential_per_15"": -48.264, ""avg_sig_str_landed_per_15"": 57.387, ""avg_sig_str_absorbed_per_15"": 105.651, ""avg_sig_str_accuracy"": 0.465, ""avg_sig_str_defense"": 0.37, ""avg_kd_for"": 0.167, ""avg_kd_against"": 0.333}"
Heavyweight,striking,worst,2,Josh Parisian,-1.612,7,791,"{""avg_sig_str_differential_per_15"": -47.162, ""avg_sig_str_landed_per_15"": 73.213, ""avg_sig_str_absorbed_per_15"": 120.376, ""avg_sig_str_accuracy"": 0.485, ""avg_sig_str_defense"": 0.381, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.286}"
Heavyweight,striking,worst,3,Rodrigo Nascimento,-1.532,7,553,"{""avg_sig_str_differential_per_15"": -39.832, ""avg_sig_str_landed_per_15"": 47.172, ""avg_sig_str_absorbed_per_15"": 87.005, ""avg_sig_str_accuracy"": 0.455, ""avg_sig_str_defense"": 0.444, ""avg_kd_for"": 0.0, ""avg_kd_against"": 0.429}"
Heavyweight,striking,worst,4,Shamil Gaziev,-0.945,6,7,"{""avg_sig_str_differential_per_15"": -20.147, ""avg_sig_str_landed_per_15"": 62.212, ""avg_sig_str_absorbed_per_15"": 82.359, ""avg_sig_str_accuracy"": 0.457, ""avg_sig_str_defense"": 0.494, ""avg_kd_for"": 0.167, ""avg_kd_against"": 0.5}"
